raceId;year;name
379;1988;British Grand Prix
380;1988;German Grand Prix
381;1988;Hungarian Grand Prix
382;1988;Belgian Grand Prix
383;1988;Italian Grand Prix
384;1988;Portuguese Grand Prix
385;1988;Spanish Grand Prix
386;1988;Japanese Grand Prix
387;1988;Australian Grand Prix
388;1987;Brazilian Grand Prix
389;1987;San Marino Grand Prix
390;1987;Belgian Grand Prix
391;1987;Monaco Grand Prix
392;1987;Detroit Grand Prix
393;1987;French Grand Prix
394;1987;British Grand Prix
395;1987;German Grand Prix
396;1987;Hungarian Grand Prix
397;1987;Austrian Grand Prix
398;1987;Italian Grand Prix
399;1987;Portuguese Grand Prix
400;1987;Spanish Grand Prix
401;1987;Mexican Grand Prix
402;1987;Japanese Grand Prix
403;1987;Australian Grand Prix
404;1986;Brazilian Grand Prix
405;1986;Spanish Grand Prix
406;1986;San Marino Grand Prix
407;1986;Monaco Grand Prix
408;1986;Belgian Grand Prix
409;1986;Canadian Grand Prix
410;1986;Detroit Grand Prix
411;1986;French Grand Prix
412;1986;British Grand Prix
413;1986;German Grand Prix
414;1986;Hungarian Grand Prix
415;1986;Austrian Grand Prix
416;1986;Italian Grand Prix
417;1986;Portuguese Grand Prix
418;1986;Mexican Grand Prix
419;1986;Australian Grand Prix
420;1985;Brazilian Grand Prix
421;1985;Portuguese Grand Prix
422;1985;San Marino Grand Prix
423;1985;Monaco Grand Prix
424;1985;Canadian Grand Prix
425;1985;Detroit Grand Prix
426;1985;French Grand Prix
427;1985;British Grand Prix
428;1985;German Grand Prix
429;1985;Austrian Grand Prix
430;1985;Dutch Grand Prix
431;1985;Italian Grand Prix
432;1985;Belgian Grand Prix
433;1985;European Grand Prix
434;1985;South African Grand Prix
435;1985;Australian Grand Prix
436;1984;Brazilian Grand Prix
437;1984;South African Grand Prix
438;1984;Belgian Grand Prix
439;1984;San Marino Grand Prix
440;1984;French Grand Prix
441;1984;Monaco Grand Prix
442;1984;Canadian Grand Prix
443;1984;Detroit Grand Prix
444;1984;Dallas Grand Prix
445;1984;British Grand Prix
446;1984;German Grand Prix
447;1984;Austrian Grand Prix
448;1984;Dutch Grand Prix
449;1984;Italian Grand Prix
450;1984;European Grand Prix
451;1984;Portuguese Grand Prix
452;1983;Brazilian Grand Prix
453;1983;United States Grand Prix West
454;1983;French Grand Prix
455;1983;San Marino Grand Prix
456;1983;Monaco Grand Prix
457;1983;Belgian Grand Prix
458;1983;Detroit Grand Prix
459;1983;Canadian Grand Prix
460;1983;British Grand Prix
461;1983;German Grand Prix
462;1983;Austrian Grand Prix
463;1983;Dutch Grand Prix
464;1983;Italian Grand Prix
465;1983;European Grand Prix
466;1983;South African Grand Prix
467;1982;South African Grand Prix
468;1982;Brazilian Grand Prix
469;1982;United States Grand Prix West
470;1982;San Marino Grand Prix
471;1982;Belgian Grand Prix
472;1982;Monaco Grand Prix
473;1982;Detroit Grand Prix
474;1982;Canadian Grand Prix
475;1982;Dutch Grand Prix
476;1982;British Grand Prix
477;1982;French Grand Prix
478;1982;German Grand Prix
479;1982;Austrian Grand Prix
480;1982;Swiss Grand Prix
481;1982;Italian Grand Prix
482;1982;Caesars Palace Grand Prix
483;1981;United States Grand Prix West
484;1981;Brazilian Grand Prix
485;1981;Argentine Grand Prix
486;1981;San Marino Grand Prix
487;1981;Belgian Grand Prix
488;1981;Monaco Grand Prix
489;1981;Spanish Grand Prix
490;1981;French Grand Prix
491;1981;British Grand Prix
492;1981;German Grand Prix
493;1981;Austrian Grand Prix
494;1981;Dutch Grand Prix
495;1981;Italian Grand Prix
496;1981;Canadian Grand Prix
497;1981;Caesars Palace Grand Prix
498;1980;Argentine Grand Prix
499;1980;Brazilian Grand Prix
500;1980;South African Grand Prix
501;1980;United States Grand Prix West
502;1980;Belgian Grand Prix
503;1980;Monaco Grand Prix
504;1980;French Grand Prix
505;1980;British Grand Prix
506;1980;German Grand Prix
507;1980;Austrian Grand Prix
508;1980;Dutch Grand Prix
509;1980;Italian Grand Prix
510;1980;Canadian Grand Prix
511;1980;United States Grand Prix
512;1979;Argentine Grand Prix
513;1979;Brazilian Grand Prix
514;1979;South African Grand Prix
515;1979;United States Grand Prix West
516;1979;Spanish Grand Prix
517;1979;Belgian Grand Prix
518;1979;Monaco Grand Prix
519;1979;French Grand Prix
520;1979;British Grand Prix
521;1979;German Grand Prix
522;1979;Austrian Grand Prix
523;1979;Dutch Grand Prix
524;1979;Italian Grand Prix
525;1979;Canadian Grand Prix
526;1979;United States Grand Prix
527;1978;Argentine Grand Prix
528;1978;Brazilian Grand Prix
529;1978;South African Grand Prix
530;1978;United States Grand Prix West
531;1978;Monaco Grand Prix
532;1978;Belgian Grand Prix
533;1978;Spanish Grand Prix
534;1978;Swedish Grand Prix
535;1978;French Grand Prix
536;1978;British Grand Prix
537;1978;German Grand Prix
538;1978;Austrian Grand Prix
539;1978;Dutch Grand Prix
540;1978;Italian Grand Prix
541;1978;United States Grand Prix
542;1978;Canadian Grand Prix
543;1977;Argentine Grand Prix
544;1977;Brazilian Grand Prix
545;1977;South African Grand Prix
546;1977;United States Grand Prix West
547;1977;Spanish Grand Prix
548;1977;Monaco Grand Prix
549;1977;Belgian Grand Prix
550;1977;Swedish Grand Prix
551;1977;French Grand Prix
552;1977;British Grand Prix
553;1977;German Grand Prix
554;1977;Austrian Grand Prix
555;1977;Dutch Grand Prix
556;1977;Italian Grand Prix
557;1977;United States Grand Prix
558;1977;Canadian Grand Prix
559;1977;Japanese Grand Prix
560;1976;Brazilian Grand Prix
561;1976;South African Grand Prix
562;1976;United States Grand Prix West
563;1976;Spanish Grand Prix
564;1976;Belgian Grand Prix
565;1976;Monaco Grand Prix
566;1976;Swedish Grand Prix
567;1976;French Grand Prix
568;1976;British Grand Prix
569;1976;German Grand Prix
570;1976;Austrian Grand Prix
571;1976;Dutch Grand Prix
572;1976;Italian Grand Prix
573;1976;Canadian Grand Prix
574;1976;United States Grand Prix
575;1976;Japanese Grand Prix
576;1975;Argentine Grand Prix
577;1975;Brazilian Grand Prix
578;1975;South African Grand Prix
579;1975;Spanish Grand Prix
580;1975;Monaco Grand Prix
581;1975;Belgian Grand Prix
582;1975;Swedish Grand Prix
583;1975;Dutch Grand Prix
584;1975;French Grand Prix
585;1975;British Grand Prix
586;1975;German Grand Prix
587;1975;Austrian Grand Prix
588;1975;Italian Grand Prix
589;1975;United States Grand Prix
590;1974;Argentine Grand Prix
591;1974;Brazilian Grand Prix
592;1974;South African Grand Prix
593;1974;Spanish Grand Prix
594;1974;Belgian Grand Prix
595;1974;Monaco Grand Prix
596;1974;Swedish Grand Prix
597;1974;Dutch Grand Prix
598;1974;French Grand Prix
599;1974;British Grand Prix
600;1974;German Grand Prix
601;1974;Austrian Grand Prix
602;1974;Italian Grand Prix
603;1974;Canadian Grand Prix
604;1974;United States Grand Prix
605;1973;Argentine Grand Prix
606;1973;Brazilian Grand Prix
607;1973;South African Grand Prix
608;1973;Spanish Grand Prix
609;1973;Belgian Grand Prix
610;1973;Monaco Grand Prix
611;1973;Swedish Grand Prix
612;1973;French Grand Prix
613;1973;British Grand Prix
614;1973;Dutch Grand Prix
615;1973;German Grand Prix
616;1973;Austrian Grand Prix
617;1973;Italian Grand Prix
618;1973;Canadian Grand Prix
619;1973;United States Grand Prix
620;1972;Argentine Grand Prix
621;1972;South African Grand Prix
622;1972;Spanish Grand Prix
623;1972;Monaco Grand Prix
624;1972;Belgian Grand Prix
625;1972;French Grand Prix
626;1972;British Grand Prix
627;1972;German Grand Prix
628;1972;Austrian Grand Prix
629;1972;Italian Grand Prix
630;1972;Canadian Grand Prix
631;1972;United States Grand Prix
632;1971;South African Grand Prix
633;1971;Spanish Grand Prix
634;1971;Monaco Grand Prix
635;1971;Dutch Grand Prix
636;1971;French Grand Prix
637;1971;British Grand Prix
638;1971;German Grand Prix
639;1971;Austrian Grand Prix
640;1971;Italian Grand Prix
641;1971;Canadian Grand Prix
642;1971;United States Grand Prix
643;1970;South African Grand Prix
644;1970;Spanish Grand Prix
645;1970;Monaco Grand Prix
646;1970;Belgian Grand Prix
647;1970;Dutch Grand Prix
648;1970;French Grand Prix
649;1970;British Grand Prix
650;1970;German Grand Prix
651;1970;Austrian Grand Prix
652;1970;Italian Grand Prix
653;1970;Canadian Grand Prix
654;1970;United States Grand Prix
655;1970;Mexican Grand Prix
656;1969;South African Grand Prix
657;1969;Spanish Grand Prix
658;1969;Monaco Grand Prix
659;1969;Dutch Grand Prix
660;1969;French Grand Prix
661;1969;British Grand Prix
662;1969;German Grand Prix
663;1969;Italian Grand Prix
664;1969;Canadian Grand Prix
665;1969;United States Grand Prix
666;1969;Mexican Grand Prix
667;1968;South African Grand Prix
668;1968;Spanish Grand Prix
669;1968;Monaco Grand Prix
670;1968;Belgian Grand Prix
671;1968;Dutch Grand Prix
672;1968;French Grand Prix
673;1968;British Grand Prix
674;1968;German Grand Prix
675;1968;Italian Grand Prix
676;1968;Canadian Grand Prix
677;1968;United States Grand Prix
678;1968;Mexican Grand Prix
679;1967;South African Grand Prix
680;1967;Monaco Grand Prix
681;1967;Dutch Grand Prix
682;1967;Belgian Grand Prix
683;1967;French Grand Prix
684;1967;British Grand Prix
685;1967;German Grand Prix
686;1967;Canadian Grand Prix
687;1967;Italian Grand Prix
688;1967;United States Grand Prix
689;1967;Mexican Grand Prix
690;1966;Monaco Grand Prix
691;1966;Belgian Grand Prix
692;1966;French Grand Prix
693;1966;British Grand Prix
694;1966;Dutch Grand Prix
695;1966;German Grand Prix
696;1966;Italian Grand Prix
697;1966;United States Grand Prix
698;1966;Mexican Grand Prix
699;1965;South African Grand Prix
700;1965;Monaco Grand Prix
701;1965;Belgian Grand Prix
702;1965;French Grand Prix
703;1965;British Grand Prix
704;1965;Dutch Grand Prix
705;1965;German Grand Prix
706;1965;Italian Grand Prix
707;1965;United States Grand Prix
708;1965;Mexican Grand Prix
709;1964;Monaco Grand Prix
710;1964;Dutch Grand Prix
711;1964;Belgian Grand Prix
712;1964;French Grand Prix
713;1964;British Grand Prix
714;1964;German Grand Prix
715;1964;Austrian Grand Prix
716;1964;Italian Grand Prix
717;1964;United States Grand Prix
718;1964;Mexican Grand Prix
719;1963;Monaco Grand Prix
720;1963;Belgian Grand Prix
721;1963;Dutch Grand Prix
722;1963;French Grand Prix
723;1963;British Grand Prix
724;1963;German Grand Prix
725;1963;Italian Grand Prix
726;1963;United States Grand Prix
727;1963;Mexican Grand Prix
728;1963;South African Grand Prix
729;1962;Dutch Grand Prix
730;1962;Monaco Grand Prix
731;1962;Belgian Grand Prix
732;1962;French Grand Prix
733;1962;British Grand Prix
734;1962;German Grand Prix
735;1962;Italian Grand Prix
736;1962;United States Grand Prix
737;1962;South African Grand Prix
738;1961;Monaco Grand Prix
739;1961;Dutch Grand Prix
740;1961;Belgian Grand Prix
741;1961;French Grand Prix
742;1961;British Grand Prix
743;1961;German Grand Prix
744;1961;Italian Grand Prix
745;1961;United States Grand Prix
746;1960;Argentine Grand Prix
747;1960;Monaco Grand Prix
748;1960;Indianapolis 500
749;1960;Dutch Grand Prix
750;1960;Belgian Grand Prix
751;1960;French Grand Prix
752;1960;British Grand Prix
753;1960;Portuguese Grand Prix
754;1960;Italian Grand Prix
755;1960;United States Grand Prix
756;1959;Monaco Grand Prix
757;1959;Indianapolis 500
758;1959;Dutch Grand Prix
759;1959;French Grand Prix
760;1959;British Grand Prix
761;1959;German Grand Prix
762;1959;Portuguese Grand Prix
763;1959;Italian Grand Prix
764;1959;United States Grand Prix
765;1958;Argentine Grand Prix
766;1958;Monaco Grand Prix
767;1958;Dutch Grand Prix
768;1958;Indianapolis 500
769;1958;Belgian Grand Prix
770;1958;French Grand Prix
771;1958;British Grand Prix
772;1958;German Grand Prix
773;1958;Portuguese Grand Prix
774;1958;Italian Grand Prix
775;1958;Moroccan Grand Prix
776;1957;Argentine Grand Prix
777;1957;Monaco Grand Prix
778;1957;Indianapolis 500
779;1957;French Grand Prix
780;1957;British Grand Prix
781;1957;German Grand Prix
782;1957;Pescara Grand Prix
783;1957;Italian Grand Prix
784;1956;Argentine Grand Prix
785;1956;Monaco Grand Prix
786;1956;Indianapolis 500
787;1956;Belgian Grand Prix
788;1956;French Grand Prix
789;1956;British Grand Prix
790;1956;German Grand Prix
791;1956;Italian Grand Prix
792;1955;Argentine Grand Prix
793;1955;Monaco Grand Prix
794;1955;Indianapolis 500
795;1955;Belgian Grand Prix
796;1955;Dutch Grand Prix
797;1955;British Grand Prix
798;1955;Italian Grand Prix
799;1954;Argentine Grand Prix
800;1954;Indianapolis 500
801;1954;Belgian Grand Prix
802;1954;French Grand Prix
803;1954;British Grand Prix
804;1954;German Grand Prix
805;1954;Swiss Grand Prix
806;1954;Italian Grand Prix
807;1954;Spanish Grand Prix
808;1953;Argentine Grand Prix
809;1953;Indianapolis 500
810;1953;Dutch Grand Prix
811;1953;Belgian Grand Prix
812;1953;French Grand Prix
813;1953;British Grand Prix
814;1953;German Grand Prix
815;1953;Swiss Grand Prix
816;1953;Italian Grand Prix
817;1952;Swiss Grand Prix
818;1952;Indianapolis 500
819;1952;Belgian Grand Prix
820;1952;French Grand Prix
821;1952;British Grand Prix
822;1952;German Grand Prix
823;1952;Dutch Grand Prix
824;1952;Italian Grand Prix
825;1951;Swiss Grand Prix
826;1951;Indianapolis 500
827;1951;Belgian Grand Prix
828;1951;French Grand Prix
829;1951;British Grand Prix
830;1951;German Grand Prix
831;1951;Italian Grand Prix
832;1951;Spanish Grand Prix
833;1950;British Grand Prix
834;1950;Monaco Grand Prix
835;1950;Indianapolis 500
836;1950;Swiss Grand Prix
837;1950;Belgian Grand Prix
838;1950;French Grand Prix
839;1950;Italian Grand Prix
841;2011;Australian Grand Prix
842;2011;Malaysian Grand Prix
843;2011;Chinese Grand Prix
844;2011;Turkish Grand Prix
845;2011;Spanish Grand Prix
846;2011;Monaco Grand Prix
847;2011;Canadian Grand Prix
848;2011;European Grand Prix
849;2011;British Grand Prix
850;2011;German Grand Prix
851;2011;Hungarian Grand Prix
852;2011;Belgian Grand Prix
853;2011;Italian Grand Prix
854;2011;Singapore Grand Prix
855;2011;Japanese Grand Prix
856;2011;Korean Grand Prix
857;2011;Indian Grand Prix
858;2011;Abu Dhabi Grand Prix
859;2011;Brazilian Grand Prix
860;2012;Australian Grand Prix
861;2012;Malaysian Grand Prix
862;2012;Chinese Grand Prix
863;2012;Bahrain Grand Prix
864;2012;Spanish Grand Prix
865;2012;Monaco Grand Prix
866;2012;Canadian Grand Prix
867;2012;European Grand Prix
868;2012;British Grand Prix
869;2012;German Grand Prix
870;2012;Hungarian Grand Prix
871;2012;Belgian Grand Prix
872;2012;Italian Grand Prix
873;2012;Singapore Grand Prix
874;2012;Japanese Grand Prix
875;2012;Korean Grand Prix
876;2012;Indian Grand Prix
877;2012;Abu Dhabi Grand Prix
878;2012;United States Grand Prix
879;2012;Brazilian Grand Prix
880;2013;Australian Grand Prix
881;2013;Malaysian Grand Prix
882;2013;Chinese Grand Prix
883;2013;Bahrain Grand Prix
884;2013;Spanish Grand Prix
885;2013;Monaco Grand Prix
886;2013;Canadian Grand Prix
887;2013;British Grand Prix
888;2013;German Grand Prix
890;2013;Hungarian Grand Prix
891;2013;Belgian Grand Prix
892;2013;Italian Grand Prix
893;2013;Singapore Grand Prix
894;2013;Korean Grand Prix
895;2013;Japanese Grand Prix
896;2013;Indian Grand Prix
897;2013;Abu Dhabi Grand Prix
898;2013;United States Grand Prix
899;2013;Brazilian Grand Prix
900;2014;Australian Grand Prix
901;2014;Malaysian Grand Prix
902;2014;Bahrain Grand Prix
903;2014;Chinese Grand Prix
904;2014;Spanish Grand Prix
905;2014;Monaco Grand Prix
906;2014;Canadian Grand Prix
907;2014;Austrian Grand Prix
908;2014;British Grand Prix
909;2014;German Grand Prix
910;2014;Hungarian Grand Prix
911;2014;Belgian Grand Prix
912;2014;Italian Grand Prix
913;2014;Singapore Grand Prix
914;2014;Japanese Grand Prix
915;2014;Russian Grand Prix
916;2014;United States Grand Prix
917;2014;Brazilian Grand Prix
918;2014;Abu Dhabi Grand Prix
931;2015;Monaco Grand Prix
932;2015;Canadian Grand Prix
929;2015;Bahrain Grand Prix
